sample	samples	cg02855142	cg06587969	cg05479194	cg18311066	cg21050342	cg02045224	cg15206330	cg13169780	cg02166782	cg17461511	cg26539663	cg12373934	cg25896754	cg14351634	cg16203911	cg00807143	cg05348746	cg04009932	cg02690969	cg22175811	cg08119584	cg02842899	cg07991600	cg25053252	cg06317056	cg06365412	cg13468400	cg12041075	cg18198734	cg02087342	cg10792831	cg16397722	cg22949073
TCGA-EM-A22I-01	TCGA-EM-A22I-01	0.02293	0.02071	0.04057	0.01718	0.01961	0.01252	0.03984	0.02889	0.03558	0.01904	0.06351	0.03569	0.01672	0.01515	0.01994	0.06393	0.02347	0.0328	0.02084	0.03703	0.03577	0.02165	0.05402	0.01553	0.02542	0.906	0.849	0.8346	0.8983	0.6813	0.9575	0.9329	0.8352
TCGA-LD-A66U-01	TCGA-LD-A66U-01	0.02293	0.02056	0.02291	0.02165	0.02278	0.0253	0.04144	0.1223	0.03871	0.02436	0.1187	0.03722	0.01895	0.01664	0.02151	0.05916	0.0223	0.04057	0.02341	0.03157	0.0407	0.02447	0.01834	0.01461	0.03447	0.8814	0.8146	0.8058	0.7705	0.7792	0.8769	0.9402	0.7437
TCGA-RC-A7SB-01	TCGA-RC-A7SB-01	0.02292	0.02666	0.0247	0.02265	0.02667	0.01671	0.04229	0.04326	0.03521	0.02917	0.05571	0.04373	0.01858	0.02491	0.02527	0.03308	0.02749	0.04189	0.03386	0.02371	0.02782	0.03332	0.02173	0.02412	0.04305	0.8668	0.8615	0.836	0.8638	0.8487	0.9423	0.9371	0.8845
TCGA-V4-A9EJ-01	TCGA-V4-A9EJ-01	0.02292	0.02622	0.0227	0.01829	0.02143	0.02426	0.04327	0.03071	0.05432	0.01898	0.07536	0.03114	0.02175	0.02151	0.01883	0.05737	0.02438	0.0343	0.0188	0.03616	0.02981	0.0226	0.02842	0.02102	0.02724	0.8415	0.4997	0.3544	0.4259	0.5589	0.9069	0.9324	0.8968
TCGA-G4-6307-01	TCGA-G4-6307-01	0.02292	0.02481	0.03694	0.02716	0.02495	0.01919	0.03803	0.03602	0.04844	0.02436	0.09223	0.0428	0.03223	0.01811	0.03049	0.07406	0.02683	0.03236	0.02372	0.03173	0.0301	0.02436	0.04155	0.01865	0.02951	0.8868	0.9096	0.8741	0.9215	0.9334	0.9645	0.95	0.8192
TCGA-L5-A4ON-01	TCGA-L5-A4ON-01	0.02291	0.03041	0.01791	0.01472	0.01906	0.01884	0.03809	0.0363	0.03567	0.01922	0.06465	0.03477	0.01944	0.01841	0.03011	0.04886	0.02179	0.03168	0.02701	0.0231	0.0228	0.02766	0.02332	0.02249	0.03016	0.85	0.8094	0.8143	0.911	0.768	0.9547	0.9357	0.8376
TCGA-XU-A933-01	TCGA-XU-A933-01	0.02291	0.03007	0.0197	0.02519	0.02632	0.01318	0.04547	0.03961	0.03301	0.03748	0.07962	0.04621	0.02291	0.0232	0.02534	0.1096	0.03006	0.0366	0.02661	0.02239	0.02671	0.0427	0.01969	0.02355	0.06708	0.8576	0.9196	0.8747	0.7144	0.7906	0.9061	0.8768	0.5994
TCGA-2Z-A9J8-01	TCGA-2Z-A9J8-01	0.02291	0.02959	0.03192	0.0268	0.02913	0.02327	0.03543	0.04383	0.0541	0.02369	0.06972	0.04377	0.02153	0.02029	0.02614	0.06914	0.02875	0.03736	0.0221	0.05237	0.06164	0.02475	0.02709	0.01825	0.03061	0.8627	0.8482	0.8001	0.9134	0.9219	0.9284	0.9237	0.8654
TCGA-A2-A0CR-01	TCGA-A2-A0CR-01	0.02291	0.02828	0.02045	0.02197	0.02069	0.05139	0.04247	0.03406	0.03413	0.0224	0.08661	0.05465	0.02339	0.02062	0.02414	0.05439	0.03111	0.03132	0.02688	0.02272	0.0304	0.02639	0.02138	0.02266	0.03603	0.8762	0.8575	0.8044	0.8293	0.849	0.9389	0.9484	0.863
TCGA-E2-A570-01	TCGA-E2-A570-01	0.02291	0.02635	0.02337	0.01882	0.02324	0.01515	0.03279	0.02922	0.0401	0.02662	0.1087	0.05725	0.02037	0.02224	0.02603	0.05143	0.02515	0.04056	0.02489	0.02147	0.02934	0.02667	0.01636	0.01916	0.0395	0.9113	0.8399	0.788	0.839	0.8241	0.9272	0.9337	0.8995
TCGA-RD-A8N4-01	TCGA-RD-A8N4-01	0.02291	0.02336	0.01976	0.02122	0.02966	0.01311	0.04509	0.05644	0.04793	0.01969	0.06194	0.05007	0.02674	0.01703	0.01917	0.03238	0.03855	0.03059	0.01908	0.02982	0.02801	0.02029	0.02002	0.01797	0.02357	0.8536	0.8797	0.7995	0.7987	0.7929	0.9265	0.9309	0.8262
TCGA-D3-A3CC-06	TCGA-D3-A3CC-06	0.0229	0.03966	0.04565	0.03113	0.02431	0.02934	0.03918	0.03922	0.05304	0.01998	0.1276	0.04437	0.02217	0.01478	0.01986	0.06468	0.02019	0.03543	0.02051	0.04221	0.0441	0.02703	0.04248	0.01905	0.0293	0.869	0.6995	0.3636	0.5057	0.7013	0.9087	0.9483	0.7473
TCGA-WK-A8XQ-01	TCGA-WK-A8XQ-01	0.0229	0.03108	0.03073	0.02324	0.022	0.01192	0.03146	0.234	0.0476	0.02461	0.02104	0.04247	0.01898	0.01942	0.03015	0.06331	0.03143	0.03639	0.01635	0.02561	0.02595	0.0401	0.02196	0.01693	0.02957	0.8201	0.775	0.6404	0.5841	0.3391	0.8529	0.9415	0.673
TCGA-E2-A1IK-01	TCGA-E2-A1IK-01	0.0229	0.02512	0.02779	0.01924	0.02635	0.02339	0.03307	0.03246	0.03953	0.02235	0.1002	0.03348	0.01685	0.01324	0.02269	0.04852	0.02555	0.03842	0.01853	0.03937	0.03625	0.0248	0.02465	0.01948	0.02766	0.849	0.8358	0.7887	0.8323	0.7608	0.9427	0.9589	0.8114
TCGA-QH-A6CZ-01	TCGA-QH-A6CZ-01	0.02289	0.03482	0.03628	0.01904	0.03237	0.03175	0.04191	0.06694	0.05784	0.02025	0.08945	0.04809	0.02766	0.01696	0.03008	0.07034	0.02996	0.03331	0.02313	0.03608	0.05454	0.03219	0.01983	0.02099	0.03253	0.8275	0.7782	0.8169	0.5075	0.6255	0.9392	0.9157	0.7669
TCGA-PN-A8MA-01	TCGA-PN-A8MA-01	0.02289	0.03157	0.02323	0.02194	0.02676	0.01787	0.0365	0.06289	0.04607	0.02704	0.0589	0.05087	0.02715	0.02163	0.02794	0.03628	0.03163	0.03423	0.02507	0.03016	0.02467	0.03362	0.02865	0.02826	0.04478	0.8938	0.8455	0.7705	0.8214	0.8769	0.9373	0.9564	0.7987
TCGA-DD-AAVW-01	TCGA-DD-AAVW-01	0.02289	0.03011	0.02819	0.02067	0.02241	0.02022	0.02898	0.09369	0.04868	0.02931	0.04186	0.0351	0.02779	0.02461	0.02577	0.04739	0.03685	0.03788	0.02532	0.03251	0.02507	0.03078	0.02055	0.02158	0.04639	0.8322	0.8165	0.8053	0.8104	0.8339	0.9443	0.9265	0.7402
TCGA-W2-A7HA-01	TCGA-W2-A7HA-01	0.02289	0.02522	0.01657	0.0239	0.03018	0.0268	0.05406	0.06681	0.04885	0.03459	0.05554	0.05152	0.03694	0.02148	0.02941	0.05517	0.03489	0.03957	0.02951	0.03441	0.03221	0.02634	0.02297	0.02181	0.0361	0.9095	0.7272	0.6153	0.8715	0.3324	0.9195	0.9371	0.5639
TCGA-IN-A7NR-01	TCGA-IN-A7NR-01	0.02288	0.04522	0.03221	0.01564	0.02944	0.01466	0.03575	0.06012	0.04245	0.02275	0.04316	0.03513	0.0221	0.01538	0.02355	0.05007	0.02962	0.02409	0.02123	0.03146	0.03085	0.03416	0.02897	0.02354	0.02519	0.8838	0.8602	0.7757	0.7956	0.7711	0.9337	0.93	0.727
TCGA-D3-A8GJ-06	TCGA-D3-A8GJ-06	0.02288	0.03848	0.04563	0.01953	0.03256	0.01889	0.05552	0.05216	0.04793	0.02686	0.1239	0.04615	0.02908	0.0149	0.02865	0.07425	0.03154	0.04016	0.02007	0.04238	0.04713	0.0257	0.03509	0.01854	0.02534	0.8634	0.8077	0.7065	0.7911	0.7859	0.914	0.9358	0.8866
TCGA-AX-A1CI-11	TCGA-AX-A1CI-11	0.02288	0.03259	0.02787	0.01638	0.0219	0.02595	0.0365	0.02747	0.04628	0.0216	0.09202	0.04865	0.0213	0.01554	0.01972	0.0661	0.02683	0.046	0.02179	0.03698	0.02761	0.02606	0.08456	0.02364	0.03402	0.8745	0.8538	0.8168	0.831	0.7568	0.9293	0.9457	0.8045
TCGA-DX-A6BF-01	TCGA-DX-A6BF-01	0.02288	0.02954	0.02913	0.01967	0.01954	0.05471	0.02769	0.04864	0.04006	0.02153	0.06891	0.03363	0.02134	0.01889	0.02585	0.1332	0.02881	0.02876	0.02436	0.02651	0.03972	0.02246	0.0229	0.01649	0.03111	0.8673	0.6884	0.8389	0.8745	0.625	0.9288	0.9418	0.8509
TCGA-FR-A69P-06	TCGA-FR-A69P-06	0.02288	0.0264	0.02543	0.02467	0.0243	0.03686	0.02661	0.04127	0.04021	0.02607	0.07486	0.04168	0.02495	0.02089	0.0247	0.08839	0.03442	0.04506	0.02815	0.07412	0.02974	0.03039	0.0319	0.01817	0.02952	0.8505	0.299	0.3065	0.3443	0.3187	0.8479	0.9296	0.8269
TCGA-EI-6509-01	TCGA-EI-6509-01	0.02288	0.02276	0.02115	0.01808	0.01922	0.01248	0.01891	0.05818	0.03277	0.02551	0.03505	0.03292	0.01764	0.0201	0.02373	0.05467	0.02814	0.03823	0.02798	0.03896	0.01812	0.02506	0.01558	0.02003	0.04052	0.887	0.8699	0.7135	0.8423	0.8675	0.9494	0.9145	0.6998
TCGA-DX-A1KY-01	TCGA-DX-A1KY-01	0.02288	0.02231	0.02067	0.02738	0.01821	0.02177	0.03856	0.05264	0.03099	0.0176	0.09095	0.02953	0.02495	0.01479	0.02126	0.05831	0.0174	0.03599	0.02074	0.0192	0.02959	0.01604	0.01186	0.01206	0.02102	0.8546	0.6934	0.7464	0.6759	0.2822	0.8767	0.9486	0.5738
TCGA-22-4601-01	TCGA-22-4601-01	0.02287	0.03437	0.03225	0.01575	0.02125	0.02185	0.03119	0.04582	0.03147	0.01598	0.0489	0.03454	0.03657	0.01199	0.02359	0.07375	0.01872	0.03664	0.02006	0.03568	0.02525	0.02239	0.03637	0.01794	0.0242	0.8366	0.7184	0.8208	0.7989	0.619	0.9111	0.9415	0.3574
TCGA-LK-A4O0-01	TCGA-LK-A4O0-01	0.02287	0.03312	0.02702	0.01463	0.02399	0.01688	0.03616	0.05673	0.04507	0.01822	0.06658	0.03736	0.02857	0.01736	0.02381	0.0626	0.03263	0.02793	0.01906	0.02181	0.03418	0.02077	0.01987	0.01938	0.02062	0.8667	0.8519	0.8317	0.8863	0.7873	0.9508	0.9479	0.888
TCGA-GM-A3NY-01	TCGA-GM-A3NY-01	0.02287	0.02948	0.02328	0.02266	0.03257	0.03469	0.04713	0.03576	0.04187	0.02201	0.06998	0.04788	0.02104	0.01823	0.0233	0.06398	0.03352	0.04271	0.02636	0.05738	0.04305	0.02844	0.04241	0.02392	0.02999	0.8438	0.8335	0.7969	0.7682	0.8687	0.9552	0.9329	0.8792
TCGA-GV-A3JZ-01	TCGA-GV-A3JZ-01	0.02287	0.0275	0.05023	0.02773	0.02095	0.06316	0.03433	0.02727	0.05563	0.01971	0.1283	0.03585	0.02423	0.01624	0.02227	0.06987	0.02075	0.05347	0.02676	0.04499	0.0539	0.02932	0.08085	0.01869	0.02362	0.7975	0.7669	0.819	0.8907	0.8855	0.9381	0.9216	0.8797
TCGA-VD-A8KI-01	TCGA-VD-A8KI-01	0.02287	0.02652	0.02257	0.01889	0.02505	0.01847	0.0378	0.03381	0.03865	0.02046	0.06131	0.03774	0.02152	0.01706	0.01912	0.06587	0.02079	0.02632	0.02078	0.02209	0.04064	0.0199	0.02782	0.01905	0.02661	0.8725	0.6022	0.4704	0.648	0.7123	0.9272	0.9417	0.87
TCGA-IW-A3M4-01	TCGA-IW-A3M4-01	0.02287	0.01911	0.1486	0.01931	0.02144	0.04136	0.01627	0.03093	0.03123	0.02928	0.0792	0.05498	0.02429	0.02243	0.03741	0.08057	0.02796	0.05309	0.03892	0.1362	0.03792	0.03604	0.08537	0.02386	0.0536	0.8599	0.9102	0.8362	0.7122	0.2241	0.8677	0.9414	0.5424
TCGA-DD-A4NI-01	TCGA-DD-A4NI-01	0.02286	0.02973	0.02379	0.02175	0.02341	0.02772	0.0342	0.03083	0.04184	0.0175	0.1152	0.03297	0.02851	0.02076	0.02194	0.0359	0.02835	0.03382	0.01822	0.02428	0.03147	0.02245	0.02185	0.01728	0.02356	0.8664	0.8402	0.8352	0.8717	0.6917	0.9439	0.9326	0.9109
TCGA-39-5035-01	TCGA-39-5035-01	0.02286	0.02688	0.04729	0.0175	0.02317	0.01638	0.03078	0.3412	0.04063	0.02386	0.04792	0.04158	0.01648	0.01277	0.02474	0.06248	0.02496	0.04684	0.02286	0.03949	0.03406	0.02556	0.02573	0.01748	0.02726	0.8838	0.8617	0.853	0.8509	0.8254	0.9313	0.9235	0.6928
TCGA-YU-A94D-01	TCGA-YU-A94D-01	0.02286	0.02208	0.02208	0.01779	0.0158	0.01715	0.03119	0.03632	0.04229	0.02025	0.03237	0.04709	0.02363	0.0195	0.02625	0.04714	0.02532	0.03572	0.02128	0.04926	0.04158	0.01892	0.03107	0.01664	0.02319	0.7446	0.7787	0.7091	0.6673	0.6929	0.8921	0.9378	0.7205
TCGA-FZ-5919-01	TCGA-FZ-5919-01	0.02286	0.02002	0.0193	0.01845	0.02036	0.01316	0.02374	0.03951	0.04088	0.02742	0.07101	0.03522	0.01879	0.01649	0.01783	0.04272	0.0234	0.04213	0.02134	0.02045	0.0214	0.02821	0.01874	0.02125	0.05065	0.8508	0.8684	0.7736	0.8062	0.8659	0.913	0.9387	0.7563
TCGA-WA-A7H4-01	TCGA-WA-A7H4-01	0.02285	0.02779	0.03195	0.02585	0.02259	0.02727	0.03268	0.03232	0.03403	0.02025	0.1077	0.04319	0.02974	0.01597	0.02834	0.06106	0.02669	0.04276	0.02565	0.05143	0.04814	0.04242	0.02625	0.02046	0.02438	0.8529	0.7833	0.6881	0.738	0.6541	0.8955	0.9299	0.6837
TCGA-DX-A23U-01	TCGA-DX-A23U-01	0.02285	0.02633	0.03724	0.02141	0.02501	0.03043	0.03077	0.0316	0.05005	0.02015	0.1026	0.05049	0.01628	0.01769	0.02742	0.07084	0.02392	0.03443	0.02452	0.04111	0.04741	0.02671	0.0311	0.02206	0.02774	0.8771	0.8487	0.855	0.8601	0.6065	0.946	0.9509	0.841
TCGA-SP-A6QF-01	TCGA-SP-A6QF-01	0.02285	0.02585	0.02204	0.02108	0.02366	0.02016	0.05196	0.03705	0.04516	0.02581	0.117	0.04051	0.02775	0.02259	0.02313	0.0574	0.02943	0.0539	0.02452	0.04744	0.03132	0.02527	0.03835	0.02156	0.02771	0.8413	0.6453	0.8092	0.5272	0.3855	0.8305	0.9498	0.6514
TCGA-OR-A5KT-01	TCGA-OR-A5KT-01	0.02285	0.02457	0.01866	0.0217	0.02338	0.01883	0.05982	0.04174	0.04198	0.03198	0.06722	0.04267	0.02314	0.02646	0.03473	0.04188	0.03672	0.03821	0.0321	0.02752	0.02747	0.0262	0.0224	0.02765	0.04376	0.8833	0.8038	0.8642	0.9067	0.8888	0.9599	0.9492	0.9223
TCGA-ZG-A9L4-01	TCGA-ZG-A9L4-01	0.02285	0.02334	0.01393	0.01637	0.01911	0.01844	0.03426	0.05711	0.03302	0.02789	0.06417	0.04279	0.01638	0.01786	0.01805	0.03618	0.01967	0.03496	0.02262	0.02412	0.02545	0.02311	0.0188	0.02271	0.04823	0.8197	0.8732	0.831	0.7907	0.7489	0.836	0.9146	0.7264
TCGA-BB-7862-01	TCGA-BB-7862-01	0.02284	0.0291	0.02808	0.02091	0.02155	0.04228	0.02249	0.04538	0.04369	0.02304	0.063	0.03539	0.02139	0.01847	0.02792	0.08085	0.02972	0.03743	0.02284	0.04564	0.02046	0.04661	0.02549	0.02838	0.03677	0.8811	0.8776	0.8342	0.8379	0.6002	0.945	0.9497	0.7049
TCGA-C8-A8HQ-01	TCGA-C8-A8HQ-01	0.02283	0.03639	0.0208	0.02012	0.02122	0.02237	0.03807	0.06327	0.05385	0.02981	0.07107	0.03853	0.02531	0.02285	0.02797	0.03373	0.03939	0.0314	0.03138	0.03443	0.02303	0.02217	0.02335	0.0256	0.03501	0.882	0.6913	0.8318	0.7357	0.6149	0.8561	0.9245	0.8649
TCGA-B0-4815-11	TCGA-B0-4815-11	0.02283	0.03527	0.03267	0.01671	0.01635	0.01818	0.02259	0.04179	0.03348	0.01761	0.1071	0.02685	0.0203	0.0148	0.01869	0.058	0.01782	0.04422	0.0205	0.0384	0.03087	0.02033	0.03185	0.01796	0.02696	0.8733	0.8426	0.8173	0.8603	0.8412	0.944	0.9586	0.8836
TCGA-X7-A8M8-01	TCGA-X7-A8M8-01	0.02283	0.03498	0.02725	0.02498	0.02323	0.02898	0.04162	0.03583	0.05108	0.02625	0.1179	0.03531	0.0335	0.02003	0.03416	0.09729	0.02593	0.04803	0.01953	0.03558	0.03196	0.02507	0.05258	0.02207	0.04304	0.8534	0.8353	0.8353	0.9102	0.9179	0.9477	0.9255	0.8955
TCGA-XF-AAML-01	TCGA-XF-AAML-01	0.02283	0.03126	0.02198	0.0171	0.02549	0.01767	0.03549	0.07088	0.04121	0.02815	0.03213	0.05345	0.02589	0.01674	0.02419	0.05868	0.02518	0.1831	0.02158	0.02768	0.03962	0.0254	0.01954	0.0199	0.04179	0.8117	0.8666	0.7614	0.8214	0.8504	0.9291	0.9248	0.6652
TCGA-BR-8679-01	TCGA-BR-8679-01	0.02283	0.0299	0.02702	0.01804	0.02389	0.02734	0.02682	0.03412	0.04464	0.02117	0.1319	0.04563	0.02288	0.01681	0.02522	0.04901	0.02597	0.03073	0.02377	0.02746	0.03123	0.02612	0.02009	0.02344	0.03308	0.8732	0.7891	0.74	0.8869	0.6447	0.9385	0.949	0.8706
TCGA-AU-3779-01	TCGA-AU-3779-01	0.02283	0.02697	0.03305	0.01658	0.02179	0.01801	0.04729	0.04527	0.04717	0.02096	0.04757	0.0463	0.02283	0.0164	0.02455	0.05794	0.02516	0.03636	0.02014	0.04613	0.02235	0.02358	0.03202	0.01933	0.03473	0.9058	0.9106	0.8437	0.9053	0.8572	0.9505	0.9583	0.8545
TCGA-KH-A6WC-01	TCGA-KH-A6WC-01	0.02282	0.04006	0.05981	0.01999	0.03189	0.03164	0.03961	0.04008	0.04963	0.01813	0.1256	0.03852	0.03001	0.01861	0.02028	0.05607	0.03356	0.04237	0.02446	0.05731	0.03731	0.02866	0.03971	0.02271	0.02467	0.8619	0.8371	0.7873	0.7233	0.7206	0.9344	0.9486	0.632
TCGA-IB-8127-01	TCGA-IB-8127-01	0.02282	0.02878	0.02475	0.01852	0.02383	0.03861	0.03861	0.03077	0.03556	0.0277	0.1108	0.03463	0.01786	0.02246	0.02522	0.03573	0.02794	0.03267	0.02875	0.02343	0.02566	0.02328	0.02075	0.02428	0.03622	0.892	0.8064	0.8173	0.86	0.8543	0.9482	0.9393	0.8956
TCGA-AO-A125-01	TCGA-AO-A125-01	0.02282	0.0278	0.02571	0.02215	0.01924	0.05015	0.02322	0.1351	0.02502	0.02563	0.09022	0.03226	0.01818	0.02241	0.03266	0.07618	0.02804	0.03542	0.03077	0.03569	0.02772	0.03041	0.0206	0.016	0.04684	0.9246	0.9107	0.9119	0.9101	0.9518	0.9055	0.9436	0.9032
TCGA-S7-A7X2-01	TCGA-S7-A7X2-01	0.02282	0.02708	0.02404	0.01986	0.02105	0.01367	0.03812	0.04915	0.04854	0.02568	0.04356	0.02687	0.02419	0.02567	0.02456	0.04264	0.05257	0.03067	0.02911	0.03061	0.03154	0.03554	0.02449	0.02186	0.03503	0.8635	0.8757	0.4375	0.7488	0.5616	0.8591	0.9051	0.5383
TCGA-HV-A5A3-01	TCGA-HV-A5A3-01	0.02282	0.02281	0.01951	0.01687	0.02107	0.01478	0.02589	0.03855	0.04813	0.02647	0.04899	0.04789	0.01979	0.02054	0.01941	0.09463	0.0284	0.03659	0.0314	0.04128	0.02769	0.02894	0.03671	0.02271	0.03604	0.868	0.8635	0.8425	0.88	0.8934	0.9435	0.9404	0.6488
TCGA-EL-A3T3-01	TCGA-EL-A3T3-01	0.02281	0.04505	0.02343	0.01743	0.0318	0.04911	0.05644	0.04737	0.05386	0.02671	0.0617	0.06092	0.02415	0.02012	0.02664	0.0478	0.03071	0.03361	0.03217	0.03053	0.03516	0.02618	0.01904	0.02685	0.03808	0.8992	0.6126	0.8814	0.8381	0.8563	0.8284	0.9024	0.8568
TCGA-GJ-A6C0-01	TCGA-GJ-A6C0-01	0.02281	0.03545	0.03178	0.02769	0.02619	0.02611	0.03013	0.04792	0.04751	0.02787	0.04738	0.05457	0.02443	0.02556	0.03816	0.07497	0.04052	0.04742	0.03244	0.06061	0.02743	0.02935	0.03	0.02367	0.04128	0.8832	0.8428	0.8161	0.8905	0.8939	0.9205	0.9365	0.8714
TCGA-ER-A2NC-06	TCGA-ER-A2NC-06	0.02281	0.02569	0.02924	0.01918	0.02229	0.02829	0.04113	0.05176	0.04142	0.0176	0.09596	0.05224	0.02624	0.01625	0.02513	0.05606	0.02484	0.04075	0.01757	0.03054	0.02963	0.02658	0.02521	0.01817	0.02714	0.8715	0.6763	0.526	0.686	0.6598	0.9347	0.9465	0.8163
TCGA-WP-A9GB-01	TCGA-WP-A9GB-01	0.0228	0.03865	0.02045	0.01881	0.0231	0.01233	0.04366	0.1132	0.05102	0.01671	0.04752	0.04363	0.03163	0.01742	0.02122	0.0609	0.03107	0.03889	0.01643	0.05426	0.04149	0.01849	0.04152	0.01584	0.02279	0.8444	0.8393	0.736	0.8155	0.5887	0.9044	0.9244	0.7505
TCGA-19-5954-01	TCGA-19-5954-01	0.0228	0.03733	0.03111	0.01846	0.01513	0.01648	0.02473	0.05157	0.0431	0.0242	0.06725	0.0295	0.02525	0.01447	0.0202	0.06619	0.0246	0.09568	0.02706	0.03842	0.03731	0.02446	0.03509	0.01993	0.03732	0.8625	0.4563	0.7596	0.52	0.4571	0.9426	0.9509	0.5615
TCGA-KK-A7B0-01	TCGA-KK-A7B0-01	0.0228	0.03713	0.02517	0.02024	0.02756	0.01861	0.02543	0.05029	0.05153	0.01994	0.05304	0.04781	0.02654	0.01705	0.02951	0.06509	0.03354	0.04612	0.02777	0.02756	0.02392	0.02959	0.02823	0.02386	0.03089	0.8405	0.8103	0.6969	0.7771	0.8178	0.9043	0.9151	0.7607
TCGA-YS-A95B-01	TCGA-YS-A95B-01	0.0228	0.02663	0.07175	0.02167	0.02812	0.01857	0.03555	0.04713	0.05176	0.0384	0.0483	0.04511	0.02882	0.02664	0.02936	0.0296	0.03504	0.03191	0.03114	0.02957	0.02979	0.0269	0.01973	0.0307	0.05265	0.8521	0.8818	0.8451	0.8774	0.8209	0.903	0.9101	0.7889
TCGA-BA-A6DI-01	TCGA-BA-A6DI-01	0.02279	0.04263	0.01868	0.02091	0.01839	0.01471	0.04288	0.03172	0.04009	0.02286	0.08779	0.03317	0.01795	0.01833	0.0236	0.0432	0.02167	0.03936	0.02089	0.01922	0.03951	0.0268	0.01707	0.02003	0.02969	0.8447	0.7959	0.8024	0.7988	0.7956	0.9373	0.9425	0.6125
TCGA-76-6282-01	TCGA-76-6282-01	0.02279	0.02507	0.02299	0.01859	0.01638	0.03133	0.03364	0.04249	0.03068	0.02199	0.08242	0.03371	0.02141	0.016	0.0223	0.05473	0.02625	0.03881	0.02095	0.04775	0.02492	0.03118	0.01837	0.02136	0.03312	0.8408	0.7737	0.7709	0.6207	0.7481	0.9276	0.9212	0.6567
TCGA-BP-5200-11	TCGA-BP-5200-11	0.02279	0.02399	0.02375	0.01771	0.01589	0.01998	0.02619	0.03105	0.03943	0.02193	0.08194	0.03379	0.03033	0.013	0.02169	0.05721	0.02336	0.0391	0.02188	0.02967	0.02268	0.02069	0.02438	0.01861	0.02682	0.8511	0.8753	0.8007	0.8632	0.8647	0.9428	0.948	0.8989
TCGA-DE-A4MA-01	TCGA-DE-A4MA-01	0.02279	0.02306	0.02878	0.01937	0.02489	0.01694	0.04256	0.05053	0.04551	0.01987	0.06507	0.06086	0.04006	0.01718	0.02276	0.04947	0.02605	0.04174	0.02188	0.03324	0.03867	0.02295	0.02537	0.01768	0.03399	0.8447	0.8719	0.9014	0.9424	0.6588	0.9402	0.961	0.8126
TCGA-ER-A19T-06	TCGA-ER-A19T-06	0.02278	0.04055	0.03802	0.01964	0.02591	0.01545	0.03192	0.04584	0.06173	0.02001	0.05824	0.0577	0.02076	0.01795	0.03449	0.07278	0.02847	0.03302	0.02021	0.02791	0.03509	0.03818	0.02357	0.01606	0.03151	0.8906	0.8407	0.6016	0.7221	0.8569	0.9463	0.9532	0.8474
TCGA-GC-A3RB-01	TCGA-GC-A3RB-01	0.02278	0.03584	0.02775	0.0177	0.02157	0.02814	0.04021	0.03024	0.06194	0.01851	0.09282	0.03141	0.02958	0.01656	0.02894	0.05484	0.02473	0.04248	0.0193	0.02465	0.02701	0.02341	0.02394	0.02077	0.02528	0.8061	0.7419	0.6467	0.7855	0.6409	0.9017	0.8298	0.398
TCGA-QH-A65S-01	TCGA-QH-A65S-01	0.02278	0.02725	0.03689	0.02002	0.02854	0.03353	0.03705	0.03459	0.04826	0.02541	0.1401	0.04795	0.02662	0.01943	0.03002	0.04985	0.02651	0.03418	0.02941	0.02612	0.03621	0.02598	0.02203	0.02202	0.02937	0.8618	0.7446	0.7649	0.5951	0.6121	0.803	0.9321	0.4457
TCGA-EL-A3ZM-01	TCGA-EL-A3ZM-01	0.02278	0.02387	0.02886	0.01681	0.02004	0.02816	0.0339	0.04414	0.03954	0.0267	0.07519	0.03974	0.02649	0.02198	0.02555	0.05144	0.02497	0.0402	0.0195	0.01924	0.02253	0.02845	0.0178	0.01974	0.03407	0.8889	0.8633	0.8776	0.9381	0.9289	0.9563	0.9456	0.8274
TCGA-E2-A56Z-01	TCGA-E2-A56Z-01	0.02278	0.02137	0.0207	0.02149	0.02214	0.01802	0.04627	0.03482	0.04135	0.03996	0.1018	0.07877	0.02141	0.0346	0.03489	0.03499	0.04037	0.04453	0.04085	0.02702	0.02827	0.02925	0.01757	0.02423	0.04379	0.9108	0.8799	0.8753	0.8178	0.8414	0.9486	0.9512	0.8007
TCGA-B0-5703-01	TCGA-B0-5703-01	0.02277	0.03799	0.02868	0.02118	0.04195	0.01933	0.02916	0.05842	0.05127	0.02532	0.1082	0.0375	0.02742	0.01952	0.02686	0.06965	0.02755	0.04345	0.02384	0.04904	0.04621	0.03441	0.04089	0.01632	0.03181	0.9028	0.8622	0.8493	0.8744	0.754	0.9505	0.9403	0.9083
TCGA-OL-A5D7-01	TCGA-OL-A5D7-01	0.02277	0.02845	0.01966	0.0263	0.03739	0.02787	0.03375	0.04371	0.04707	0.02647	0.1199	0.04132	0.02268	0.02322	0.02576	0.04073	0.02596	0.04226	0.0225	0.02834	0.02691	0.02466	0.02082	0.01967	0.02655	0.8984	0.8246	0.8392	0.8808	0.9064	0.926	0.9375	0.8953
TCGA-HU-A4G2-01	TCGA-HU-A4G2-01	0.02277	0.0239	0.01803	0.02054	0.02215	0.01845	0.04511	0.2304	0.03784	0.0216	0.05666	0.04764	0.0218	0.0148	0.02568	0.04338	0.0214	0.03134	0.01959	0.02121	0.02675	0.02317	0.0145	0.01834	0.02994	0.8662	0.8505	0.8822	0.8993	0.9123	0.9352	0.9426	0.8886
