sample	samples	chr17:7590695-7590863:-	chr17:7580643-7580745:-	chr17:7579700-7579940:-	chr17:7579312-7579590:-	chr17:7578371-7578811:-	chr17:7577499-7577608:-	chr17:7577019-7577155:-	chr17:7576853-7576926:-	chr17:7576525-7576657:-	chr17:7573927-7574033:-	chr17:7571720-7573008:-	chr17:7565097-7565332:-
TCGA-MP-A4T8-01	TCGA-MP-A4T8-01	1.906	0	1.501	2.643	1.627	2.479	2.874	2.944	0.714	2.808	2.876	0
TCGA-AJ-A8CT-01	TCGA-AJ-A8CT-01	1.905	0.1244	1.973	2.682	1.949	3.045	3.113	3.326	0.355	3.455	4.711	0
TCGA-CV-6003-01	TCGA-CV-6003-01	1.905	0.0841	1.388	2.351	1.533	2.665	2.732	2.845	0.4065	2.535	2.854	0
TCGA-DD-AAE1-01	TCGA-DD-AAE1-01	1.905	0	2.092	2.739	1.913	3.372	3.265	3.54	0	3.6	4.07	0
TCGA-HW-A5KJ-01	TCGA-HW-A5KJ-01	1.904	0.1898	2.055	2.763	2.065	3.088	3.444	3.788	0.1491	3.875	5.065	0.127
TCGA-N1-A6IA-01	TCGA-N1-A6IA-01	1.904	0	1.898	2.701	1.711	2.68	2.69	2.823	0.2091	2.925	2.793	0
TCGA-SI-A71O-01	TCGA-SI-A71O-01	1.904	0	1.081	1.187	0.4814	1.07	1.186	1.932	0	1.812	1.72	0
TCGA-BD-A3EP-11	TCGA-BD-A3EP-11	1.903	0	1.842	2.608	1.754	2.798	2.989	3.133	0.239	2.976	3.109	0
TCGA-60-2709-11	TCGA-60-2709-11	1.902	0.1278	2.1	3.077	2.122	3.287	3.534	3.707	0.238	3.428	3.313	0
TCGA-18-3406-01	TCGA-18-3406-01	1.901	0	2.344	3.115	2.071	3.71	3.61	3.934	0	3.616	3.936	0
TCGA-HC-A6AS-01	TCGA-HC-A6AS-01	1.901	0	1.933	2.572	1.758	3.09	3.455	3.944	0.1445	3.939	4.687	0.0422
TCGA-HT-7680-01	TCGA-HT-7680-01	1.901	0	1.872	2.432	1.584	2.795	2.979	3.087	0.0653	2.757	2.557	0
TCGA-BR-A4PF-01	TCGA-BR-A4PF-01	1.9	0.1083	1.616	2.566	1.798	3.103	3.088	3.283	0.5085	3.056	2.309	0.095
TCGA-QR-A70I-01	TCGA-QR-A70I-01	1.9	0	1.782	2.476	1.546	2.575	2.759	3.049	0.2114	2.876	2.668	0.0421
TCGA-FE-A235-01	TCGA-FE-A235-01	1.899	0	1.87	2.648	1.917	3.16	3.541	4.026	0.0652	3.696	4.101	0
TCGA-W8-A86G-01	TCGA-W8-A86G-01	1.897	0.3429	2.151	3.532	2.424	3.77	3.925	4.233	0.3528	3.934	4.628	0.0552
TCGA-D3-A2JP-06	TCGA-D3-A2JP-06	1.897	0	2.226	3.151	2.162	3.251	3.641	4.002	0.2762	3.83	4.473	0.0339
TCGA-C8-A135-01	TCGA-C8-A135-01	1.896	0.102	2.057	3.006	1.998	3.217	3.462	3.864	0	3.559	3.369	0
TCGA-KK-A7B4-01	TCGA-KK-A7B4-01	1.896	0.0846	1.871	2.656	2.282	2.991	3.168	3.403	0.9867	3.315	3.067	0.0741
TCGA-T2-A6WZ-01	TCGA-T2-A6WZ-01	1.896	0	1.273	1.829	1.349	2.822	3.24	4.074	0.5323	3.825	6.001	0
TCGA-50-5068-01	TCGA-50-5068-01	1.895	0	2.202	2.906	2.024	3.312	3.868	4.332	0.2533	4.013	3.92	0.076
TCGA-DD-AAD3-01	TCGA-DD-AAD3-01	1.895	0	1.971	2.659	1.704	2.811	2.786	3.185	0	3.096	2.83	0
TCGA-DJ-A2QB-01	TCGA-DJ-A2QB-01	1.894	0	2.099	3.068	2.034	3.164	3.484	3.972	0	3.818	3.771	0.0365
TCGA-CN-4727-01	TCGA-CN-4727-01	1.893	0.3188	1.447	2.16	1.255	2.161	2.276	2.512	0.3281	2.192	2.055	0
TCGA-55-5899-01	TCGA-55-5899-01	1.893	0.2716	1.742	2.596	1.493	2.83	2.93	3.011	0	3.014	2.952	0.1249
TCGA-39-5039-01	TCGA-39-5039-01	1.892	0	2.05	3.169	2.177	3.557	3.7	4.03	0.6772	3.867	3.584	0
TCGA-A6-6140-01	TCGA-A6-6140-01	1.891	0.1183	1.985	2.641	1.712	2.39	2.541	2.845	0.2614	2.667	2.872	0
TCGA-BP-4343-01	TCGA-BP-4343-01	1.891	0	3.283	4.032	2.478	4.283	4.328	4.588	0	4.017	3.917	0
TCGA-E1-A7YY-01	TCGA-E1-A7YY-01	1.891	0	1.779	2.513	1.571	2.316	2.565	3.171	0.1392	3.138	2.643	0
TCGA-KK-A7AU-01	TCGA-KK-A7AU-01	1.89	0.0968	1.444	1.98	1.363	1.996	2.168	1.552	0.4032	2.538	2.797	0.043
TCGA-DJ-A4V4-01	TCGA-DJ-A4V4-01	1.889	0.0982	1.97	2.803	1.949	3.418	3.501	3.728	0	3.67	4.402	0.0437
TCGA-2Y-A9HB-01	TCGA-2Y-A9HB-01	1.889	0	1.788	2.51	1.742	3.079	3.238	3.457	0.0711	3.104	3.372	0
TCGA-66-2787-01	TCGA-66-2787-01	1.888	0.1927	1.732	2.392	1.788	2.866	2.635	2.881	0.2885	2.623	2.816	0
TCGA-GN-A26C-01	TCGA-GN-A26C-01	1.888	0	1.901	2.721	1.649	2.998	3.374	3.587	0.0614	3.302	3.489	0
TCGA-CZ-4864-11	TCGA-CZ-4864-11	1.887	0.134	2.064	2.883	1.844	3.043	3.201	3.408	0.0534	3.149	2.965	0.0303
TCGA-2L-AAQM-01	TCGA-2L-AAQM-01	1.887	0	1.51	2.106	1.416	2.513	2.705	2.975	0	3.08	3.917	0
TCGA-SR-A6N0-01	TCGA-SR-A6N0-01	1.885	0.0805	2.015	2.684	1.714	2.435	3.111	3.468	0	3.163	3.17	0
TCGA-WB-A80N-01	TCGA-WB-A80N-01	1.884	0	1.676	2.385	1.644	2.62	2.827	3.379	0.1885	3.08	3.222	0.1092
TCGA-QR-A70G-01	TCGA-QR-A70G-01	1.883	0	1.973	2.482	1.614	2.183	2.712	2.981	0	3.08	3.031	0
TCGA-ZF-AA54-01	TCGA-ZF-AA54-01	1.883	0	1.73	2.409	1.336	2.562	2.959	3.37	0.1921	2.95	3.038	0
TCGA-FB-A545-01	TCGA-FB-A545-01	1.882	0	1.988	3.318	2.598	3.728	3.96	4.496	0	4.015	4.461	0.1591
TCGA-78-7540-01	TCGA-78-7540-01	1.882	0	1.977	3.077	2.342	3.574	3.822	4.068	0.0575	3.916	4.214	0
TCGA-S7-A7WU-01	TCGA-S7-A7WU-01	1.882	0	1.875	2.76	1.744	2.589	2.845	3.063	0.1554	2.921	3.368	0
TCGA-OR-A5LH-01	TCGA-OR-A5LH-01	1.882	0	1.655	2.67	2.008	3.073	3.316	3.719	0.2141	3.545	4.301	0.0842
TCGA-CH-5754-01	TCGA-CH-5754-01	1.881	0.0511	1.957	2.733	1.788	2.878	2.98	3.093	0.0785	2.926	2.833	0
TCGA-JY-A6FD-01	TCGA-JY-A6FD-01	1.88	0.1915	1.475	2.302	1.642	2.848	2.68	2.488	0.3708	2.474	2.047	0.0295
TCGA-30-1857-01	TCGA-30-1857-01	1.88	0.1685	2.453	3.037	1.597	3.37	3.486	3.66	0.1322	3.575	5.94	0
TCGA-66-2780-01	TCGA-66-2780-01	1.88	0	1.685	2.582	1.484	2.993	3.036	3.241	0.2169	2.848	2.679	0
TCGA-GV-A3QK-01	TCGA-GV-A3QK-01	1.879	0	1.891	2.764	1.869	3.24	3.181	3.284	0.2881	3.234	3.917	0
TCGA-63-A5MP-01	TCGA-63-A5MP-01	1.878	0.0608	1.665	2.403	1.506	2.905	2.951	3.023	1.093	3.008	3.054	0.0268
TCGA-33-A5GW-01	TCGA-33-A5GW-01	1.878	0	1.859	2.732	2.126	3.268	3.356	3.668	0.2947	3.431	3.871	0
TCGA-SQ-A6I6-01	TCGA-SQ-A6I6-01	1.877	0.1035	1.811	2.516	1.524	2.313	2.524	2.786	0.1572	2.345	2.271	0.0907
TCGA-AO-A03R-01	TCGA-AO-A03R-01	1.875	0.2565	2.085	3.014	2.282	3.599	3.868	3.928	0.2025	3.657	5.009	0.06
TCGA-CM-6679-01	TCGA-CM-6679-01	1.875	0.1877	1.829	2.764	1.78	2.92	3.046	3.321	0.3436	3.108	3.342	0
TCGA-JX-A3Q8-01	TCGA-JX-A3Q8-01	1.875	0	2.091	2.845	2.172	3.514	3.876	4.175	0	3.983	5.449	0
TCGA-EK-A3GJ-01	TCGA-EK-A3GJ-01	1.874	0	1.87	2.836	1.893	3.166	3.377	3.666	0	3.574	4.327	0.0358
TCGA-2G-AAFL-01	TCGA-2G-AAFL-01	1.874	0	1.832	2.864	2.046	3.589	3.653	4.186	0	4.284	5.194	0
TCGA-BC-4073-01	TCGA-BC-4073-01	1.873	0	2.215	3.032	1.999	3.38	3.407	3.633	0.4205	3.565	3.144	0
TCGA-BP-4777-01	TCGA-BP-4777-01	1.872	0.3133	2.364	3.249	2.021	3.444	3.451	3.763	0.4602	3.596	4.106	0.0377
TCGA-D8-A1XA-01	TCGA-D8-A1XA-01	1.872	0.103	1.845	2.538	1.684	2.461	2.809	2.963	0.2289	2.789	2.687	0.0459
TCGA-CJ-4869-01	TCGA-CJ-4869-01	1.872	0	2.742	3.666	2.629	3.803	4.003	4.451	0.0576	4.318	5.042	0
TCGA-78-8640-01	TCGA-78-8640-01	1.872	0	2.291	3.853	2.695	3.777	4.098	4.294	0.1978	3.956	3.892	0
TCGA-VT-A80J-02	TCGA-VT-A80J-02	1.872	0	1.994	2.851	1.843	3.171	3.515	3.794	0	3.702	4.115	0
TCGA-WB-A81G-01	TCGA-WB-A81G-01	1.871	0.0937	1.643	2.468	1.861	2.801	2.909	3.471	0	3.281	3.33	0.0416
TCGA-B6-A0WZ-01	TCGA-B6-A0WZ-01	1.871	0	2.172	3.348	2.188	3.498	3.444	3.945	0.5397	3.855	4.631	0
TCGA-55-7728-01	TCGA-55-7728-01	1.87	0.3437	1.988	2.819	1.978	3.295	3.382	3.639	0.3692	3.786	4.813	0.1295
TCGA-CF-A47T-01	TCGA-CF-A47T-01	1.87	0	1.969	2.803	2.032	3.345	3.836	4.174	0.5316	4.106	6.469	0
TCGA-39-5022-01	TCGA-39-5022-01	1.87	0	1.921	2.721	1.897	3.337	3.534	3.767	0.1963	3.637	3.561	0.0196
TCGA-EE-A3AG-06	TCGA-EE-A3AG-06	1.869	0.072	1.425	2.228	1.476	2.473	2.539	2.862	0.5996	2.543	2.594	0.0631
TCGA-OR-A5JQ-01	TCGA-OR-A5JQ-01	1.869	0	1.852	2.898	2.071	3.064	3.505	3.837	0.1383	3.673	4.311	0
TCGA-98-A53B-01	TCGA-98-A53B-01	1.868	0	1.658	2.437	1.708	2.996	3.032	3.152	0.7836	2.833	2.85	0.0481
TCGA-BR-8676-01	TCGA-BR-8676-01	1.867	0.7297	2.532	3	2.407	3.286	3.005	3.711	1.554	3.526	6	0.0806
TCGA-05-5425-01	TCGA-05-5425-01	1.867	0.125	2.1	2.696	1.677	2.479	2.913	3.097	0.2753	3.115	2.823	0
TCGA-DD-AAE2-01	TCGA-DD-AAE2-01	1.867	0	1.514	2.23	1.51	2.654	2.815	2.817	0.1272	2.674	2.685	0
TCGA-EK-A2RJ-01	TCGA-EK-A2RJ-01	1.866	0.0781	1.464	2.212	1.399	2.572	2.549	2.831	0.1192	2.773	3.277	0
TCGA-KL-8343-01	TCGA-KL-8343-01	1.866	0	2.049	2.614	1.782	2.882	2.872	3.015	0.115	2.738	2.503	0
TCGA-DB-A64V-01	TCGA-DB-A64V-01	1.864	0.2873	1.677	3.009	2.159	3.242	3.642	4.003	0	3.71	4.292	0.4357
TCGA-AK-3427-01	TCGA-AK-3427-01	1.864	0	1.761	2.684	1.875	2.989	3.262	3.597	0	3.416	3.465	0
TCGA-QS-A5YQ-01	TCGA-QS-A5YQ-01	1.864	0	1.624	2.67	2.043	3.376	3.746	4.018	0.1888	3.872	5.834	0.0557
TCGA-DX-A7ER-01	TCGA-DX-A7ER-01	1.863	0	2.006	3.249	2.437	4.163	4.514	4.923	0.1014	4.816	6.63	0
TCGA-Y8-A898-01	TCGA-Y8-A898-01	1.863	0	1.879	2.626	2.068	3.391	3.727	3.991	0	3.731	4.742	0
TCGA-50-6590-01	TCGA-50-6590-01	1.863	0	1.852	2.555	1.525	2.548	2.755	3.074	0.4426	2.901	2.997	0
TCGA-WX-AA46-01	TCGA-WX-AA46-01	1.862	0.0778	1.822	2.366	1.438	2.276	2.791	2.779	0.0607	2.712	3.078	0
TCGA-DU-7306-01	TCGA-DU-7306-01	1.862	0	1.995	2.828	1.865	2.935	3.137	3.423	0.0607	3.302	2.889	0
TCGA-G2-A2EJ-01	TCGA-G2-A2EJ-01	1.862	0	1.785	2.5	1.568	3.058	3.169	3.416	0.0638	3.461	3.597	0
TCGA-CJ-4873-01	TCGA-CJ-4873-01	1.861	0.8852	1.632	2.332	1.412	2.813	2.942	3.095	0.2592	3.002	4.742	0.289
TCGA-39-5019-01	TCGA-39-5019-01	1.861	0.2053	1.899	2.539	1.61	3.016	3.173	3.41	0.1615	3.265	2.927	0
TCGA-OR-A5JD-01	TCGA-OR-A5JD-01	1.86	0.0851	1.646	2.553	1.759	2.838	3.241	3.424	0.1298	3.21	3.446	0.0746
TCGA-OR-A5L4-01	TCGA-OR-A5L4-01	1.859	0	1.802	2.753	1.921	3.057	3.216	3.638	0.1079	3.4	3.529	0
TCGA-WB-A81F-01	TCGA-WB-A81F-01	1.859	0	1.646	2.115	1.577	2.519	2.854	3.362	0.1432	2.929	2.776	0.0418
TCGA-14-0817-01	TCGA-14-0817-01	1.858	0.1148	2.041	2.722	1.943	3.587	3.618	3.857	0.5977	3.576	3.365	0.0512
TCGA-EL-A3ZG-01	TCGA-EL-A3ZG-01	1.858	0.0739	2.043	3.028	2.133	3.287	3.277	3.7	0.1129	3.63	4.476	0
TCGA-FD-A3SL-01	TCGA-FD-A3SL-01	1.858	0	1.679	2.733	1.761	2.917	3.257	3.663	0.0835	3.316	3.455	0
TCGA-EL-A3D5-01	TCGA-EL-A3D5-01	1.858	0	1.606	2.635	1.798	2.22	2.981	3.019	0.2452	2.852	2.801	0
TCGA-NK-A5CT-01	TCGA-NK-A5CT-01	1.858	0	1.561	2.634	1.826	2.993	3.472	3.776	0.4083	3.553	4.09	0
TCGA-JV-A5VE-01	TCGA-JV-A5VE-01	1.858	0	0.7681	1.29	0.6312	1.61	2.001	2.362	0.1652	1.863	1.913	0.0485
TCGA-85-8288-01	TCGA-85-8288-01	1.857	0.0983	2.079	2.688	1.939	3.241	3.301	3.524	0.5769	3.236	3.091	0.0862
TCGA-CF-A47V-01	TCGA-CF-A47V-01	1.857	0.0983	1.869	2.789	2.069	3.148	3.293	3.449	0.3484	3.257	5.742	0.2446
TCGA-ZF-A9RC-01	TCGA-ZF-A9RC-01	1.856	0.1473	1.573	2.659	1.921	3.241	3.544	3.941	0.3216	3.863	5.604	0
TCGA-EE-A29H-06	TCGA-EE-A29H-06	1.856	0	2.113	3.101	2.095	3.098	3.243	3.839	0.0805	3.341	3.142	0
TCGA-AX-A3G1-01	TCGA-AX-A3G1-01	1.856	0	1.75	2.858	2.034	3.515	3.539	3.776	0.422	3.7	4.602	0.0542
TCGA-BD-A3ER-01	TCGA-BD-A3ER-01	1.855	0.103	2.09	3.057	2.099	3.353	3.832	4.137	0.0804	3.931	4.243	0
TCGA-PK-A5HA-01	TCGA-PK-A5HA-01	1.855	0	1.818	2.807	1.987	2.973	3.229	3.61	0.2091	3.223	3.381	0
TCGA-P3-A6T4-01	TCGA-P3-A6T4-01	1.855	0	0.8452	1.249	0.9466	1.644	1.831	2.462	0.0878	2.545	2.081	0
TCGA-KO-8410-01	TCGA-KO-8410-01	1.854	0.0745	1.912	2.563	1.787	2.888	3.009	3.322	0.1138	2.832	3.112	0
TCGA-DD-A1EB-11	TCGA-DD-A1EB-11	1.854	0	1.916	2.78	1.862	2.748	3.106	3.26	0.2787	2.737	3.034	0
TCGA-B9-4617-01	TCGA-B9-4617-01	1.852	0.5615	1.552	2.614	1.576	2.487	2.93	3.179	0	2.875	4.555	0
TCGA-IB-AAUU-01	TCGA-IB-AAUU-01	1.852	0	1.717	2.292	1.628	2.283	2.755	3.184	0.1615	2.705	3.016	0
TCGA-B0-5121-01	TCGA-B0-5121-01	1.851	0.3457	2.028	2.937	1.972	3.355	3.618	4.047	0.5053	3.527	4.393	0
TCGA-A8-A08L-01	TCGA-A8-A08L-01	1.851	0.0822	2.265	2.998	2.019	2.912	3.43	3.978	0	3.605	3.301	0
TCGA-BT-A42E-01	TCGA-BT-A42E-01	1.851	0	1.751	2.617	1.86	3.349	3.432	3.71	0.37	3.772	5.264	0
TCGA-OL-A5S0-01	TCGA-OL-A5S0-01	1.851	0	1.665	2.826	2.014	3.44	3.624	3.99	1.12	3.037	4.588	0.2087
TCGA-TN-A7HL-01	TCGA-TN-A7HL-01	1.85	0.0947	1.919	2.708	1.975	3.537	3.849	4.221	0.2751	4.065	5.453	0.0421
TCGA-FE-A23A-01	TCGA-FE-A23A-01	1.85	0.0505	2.085	3.348	2.363	3.487	3.712	3.953	0.221	3.804	4.614	0
TCGA-BH-A5J0-01	TCGA-BH-A5J0-01	1.85	0	2.008	2.99	2.2	3.601	3.761	4.261	0.1639	3.891	5.012	0
TCGA-BT-A42F-01	TCGA-BT-A42F-01	1.849	0	1.554	2.481	1.73	2.8	3.121	3.635	0.3269	3.466	4.142	0
TCGA-62-8399-01	TCGA-62-8399-01	1.848	0.1918	2.014	2.815	1.831	2.949	2.901	3.04	1.55	2.921	2.748	0
TCGA-RW-A8AZ-01	TCGA-RW-A8AZ-01	1.848	0	1.779	2.317	1.527	2.058	2.561	2.972	0.1267	2.721	2.654	0.0368
TCGA-UB-A7ME-01	TCGA-UB-A7ME-01	1.846	0.2625	2.169	3.039	2.022	3.422	3.591	3.85	0	3.639	3.76	0
TCGA-CV-7097-01	TCGA-CV-7097-01	1.846	0.0818	1.719	2.594	1.675	2.679	2.921	3.251	1.393	2.843	2.619	0.0716
TCGA-ET-A40R-01	TCGA-ET-A40R-01	1.846	0.0767	1.853	2.701	1.952	3.046	3.367	3.806	0.0597	3.551	4.385	0
TCGA-UF-A7JF-01	TCGA-UF-A7JF-01	1.846	0	1.652	2.233	1.652	2.699	3.357	3.989	0.102	3.781	4.692	0
TCGA-VQ-AA68-01	TCGA-VQ-AA68-01	1.845	0.3795	1.418	2.078	1.415	2.472	2.208	2.472	0.3406	2.556	1.64	0
TCGA-DJ-A3UT-01	TCGA-DJ-A3UT-01	1.845	0.2111	2.019	2.829	1.843	3.058	3.442	3.699	0.0575	3.487	4.45	0.1265
TCGA-CR-6484-01	TCGA-CR-6484-01	1.845	0.1677	1.808	2.895	2.019	2.955	3.216	3.43	0.6533	3.073	3.132	0
TCGA-J9-A52B-01	TCGA-J9-A52B-01	1.845	0	1.945	3.372	2.626	3.961	4.159	4.396	0	3.956	4.42	0.1169
TCGA-W5-AA2H-01	TCGA-W5-AA2H-01	1.845	0	1.869	3.214	2.49	3.741	4.121	4.498	0.4257	4.299	5.518	0
TCGA-CQ-7069-01	TCGA-CQ-7069-01	1.845	0	1.537	2.586	1.696	2.792	2.929	3.253	0.2056	2.826	2.796	0
TCGA-CC-A8HS-01	TCGA-CC-A8HS-01	1.844	0.2146	2.054	2.641	1.699	3.037	3.266	3.451	0.1689	3.37	4.265	0
TCGA-MH-A560-01	TCGA-MH-A560-01	1.844	0	2.069	3.205	2.296	3.442	3.681	4.095	0	3.685	4.768	0.0525
TCGA-DA-A1I5-06	TCGA-DA-A1I5-06	1.843	0	2.119	3.211	2.27	3.451	3.664	4.04	0.4101	4.072	4.245	0.0377
TCGA-ED-A7XP-01	TCGA-ED-A7XP-01	1.843	0	2.067	2.648	1.888	3.258	3.277	3.634	0.36	3.325	3.465	0.0894
TCGA-DX-A6Z0-01	TCGA-DX-A6Z0-01	1.843	0	2.051	2.808	2.031	3.059	3.241	3.744	0.1877	3.454	3.584	0.0372
TCGA-3B-A9HO-01	TCGA-3B-A9HO-01	1.843	0	1.88	2.603	1.607	3.216	3.716	4.135	0.0996	3.935	5.136	0.1645
TCGA-B4-5835-01	TCGA-B4-5835-01	1.842	0.0679	2.17	2.905	1.914	2.966	3.222	3.576	0	3.017	3.78	0
TCGA-UF-A7JH-01	TCGA-UF-A7JH-01	1.842	0	1.477	2.405	1.709	2.522	2.853	3.155	0.3984	3.187	3.113	0
TCGA-EK-A2H0-01	TCGA-EK-A2H0-01	1.841	0.0825	1.793	2.594	1.64	2.918	3.287	3.532	0.1848	3.455	4.504	0
TCGA-CZ-5468-01	TCGA-CZ-5468-01	1.84	0.0813	1.788	2.677	1.804	2.961	3.332	3.533	0.0634	3.185	3.951	0
TCGA-HJ-7597-01	TCGA-HJ-7597-01	1.838	0.7223	1.935	2.713	1.644	3.105	2.829	2.988	0.6664	2.598	2.056	0.3061
TCGA-GU-A766-01	TCGA-GU-A766-01	1.837	0	1.549	2.28	1.547	2.743	2.999	3.288	0.1517	3.017	3.498	0
TCGA-WB-A81M-01	TCGA-WB-A81M-01	1.836	0	1.669	2.021	1.323	2.326	2.545	2.713	0.0803	2.546	2.374	0.0902
TCGA-CG-4440-01	TCGA-CG-4440-01	1.836	0	1.419	1.919	1.457	2.372	2.092	2.377	0.5526	2.107	1.89	0.0375
TCGA-A7-A13D-01	TCGA-A7-A13D-01	1.835	0	1.967	2.459	1.398	3.337	3.245	3.231	0.8506	3.138	3.169	0
TCGA-CN-A498-01	TCGA-CN-A498-01	1.835	0	1.684	2.95	2.112	3.203	3.226	3.381	0.5668	3.447	3.045	0
TCGA-B9-A44B-01	TCGA-B9-A44B-01	1.834	0.1144	1.75	2.788	1.916	3.099	3.374	3.668	0.1735	3.7	5.06	0
TCGA-66-2753-01	TCGA-66-2753-01	1.834	0	2.125	3.286	2.417	3.833	3.839	3.928	0.4656	3.526	3.604	0
TCGA-KL-8338-01	TCGA-KL-8338-01	1.834	0	2.061	2.807	1.778	2.855	3.297	3.783	0.1837	3.581	3.692	0.1401
TCGA-UZ-A9Q0-01	TCGA-UZ-A9Q0-01	1.834	0	1.219	1.903	1.252	2.161	2.65	2.656	0.2083	2.543	5.203	0
TCGA-PR-A5PG-01	TCGA-PR-A5PG-01	1.833	0.1027	1.904	2.521	1.688	2.304	2.428	2.921	0	2.886	2.678	0
TCGA-69-7765-01	TCGA-69-7765-01	1.833	0	1.983	2.975	1.972	3	3.204	3.444	0.2834	3.199	3.602	0
TCGA-FX-A2QS-11	TCGA-FX-A2QS-11	1.833	0	1.776	2.716	1.805	3.16	3.276	3.73	0	3.303	3.394	0
TCGA-18-3416-01	TCGA-18-3416-01	1.832	0.3429	1.893	2.732	1.852	2.96	3.081	3.421	1.168	3.264	3.059	0.1084
TCGA-FD-A3NA-01	TCGA-FD-A3NA-01	1.832	0.0852	2.052	2.99	1.915	2.533	3.134	3.524	0.0664	3.274	3.302	0.0378
TCGA-78-7542-01	TCGA-78-7542-01	1.832	0	1.397	2.109	1.382	2.487	2.617	2.845	0.2892	2.621	2.905	0.0298
TCGA-KK-A59X-01	TCGA-KK-A59X-01	1.831	0	1.908	2.848	1.945	3.22	3.568	3.88	0.2949	3.765	4.524	0
TCGA-SI-A71O-06	TCGA-SI-A71O-06	1.831	0	1.466	1.815	1.154	2.239	2.575	2.839	0.3012	2.648	2.875	0
TCGA-XR-A8TC-01	TCGA-XR-A8TC-01	1.83	0	2.141	3.078	2.157	3.187	3.083	3.444	0.1438	3.357	3.465	0.042
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01	1.829	0.2081	1.703	2.496	2.003	3.8	4.405	4.655	0.4442	4.383	6.319	0
TCGA-ZS-A9CG-01	TCGA-ZS-A9CG-01	1.828	0	1.736	2.407	1.457	2.594	3.024	3.103	0	3.047	3.157	0
TCGA-XF-A9T6-01	TCGA-XF-A9T6-01	1.825	0	1.908	2.887	2.07	3.507	3.663	4.003	0.098	4.116	5.192	0.056
TCGA-73-A9RS-01	TCGA-73-A9RS-01	1.825	0	1.707	2.506	2.563	2.681	2.978	3.524	0.4572	3.424	3.258	0
TCGA-E2-A56Z-01	TCGA-E2-A56Z-01	1.824	0	1.765	3.206	2.376	3.756	4.108	4.275	0.0921	4.237	5.347	0
TCGA-DD-A1EL-01	TCGA-DD-A1EL-01	1.824	0	1.711	2.701	1.887	3.032	3.158	3.469	0.3332	3.418	3.815	0
TCGA-WB-A80K-01	TCGA-WB-A80K-01	1.824	0	1.704	2.244	1.378	2.556	2.659	2.698	0	2.606	2.391	0.0461
TCGA-61-2016-01	TCGA-61-2016-01	1.823	0.4071	1.861	2.816	2.016	3.208	3.086	3.375	0.5626	3.206	2.775	0.0449
TCGA-EL-A3TA-01	TCGA-EL-A3TA-01	1.823	0	1.932	2.856	1.921	3.453	3.675	3.973	0.1326	3.929	4.806	0
TCGA-SR-A6MX-06	TCGA-SR-A6MX-06	1.822	0.218	1.797	2.252	1.28	2.02	2.404	2.811	0.0884	2.664	2.363	0
TCGA-61-1724-01	TCGA-61-1724-01	1.822	0.1428	2.016	2.886	1.978	2.612	2.605	2.809	0.1118	2.956	2.223	0.0641
TCGA-56-A4ZJ-01	TCGA-56-A4ZJ-01	1.822	0	1.987	3.17	2.324	3.354	3.535	3.71	0.6976	3.529	3.807	0.0452
TCGA-85-A512-01	TCGA-85-A512-01	1.821	0.1248	1.625	2.425	1.392	3.004	2.83	3.177	0.5056	2.843	3.76	0
TCGA-K4-A4AB-01	TCGA-K4-A4AB-01	1.821	0	1.396	2.565	1.961	2.586	2.753	3.212	0.0918	3.13	3.317	0.2894
TCGA-06-0749-01	TCGA-06-0749-01	1.82	0	2.462	3.188	2.492	4.283	4.071	4.676	0.1814	4.408	4.593	0.105
TCGA-BP-4351-01	TCGA-BP-4351-01	1.819	0.2894	1.781	2.735	1.873	3.283	3.403	3.752	1.14	3.419	4.463	0.0904
TCGA-IQ-7632-01	TCGA-IQ-7632-01	1.819	0	1.755	2.78	1.942	2.898	3.184	3.557	0.0765	3.38	3.573	0
TCGA-A2-A0YG-01	TCGA-A2-A0YG-01	1.818	0.0866	2.305	2.965	2.682	3.385	3.621	3.688	0.821	3.46	3.159	0.0384
TCGA-KO-8408-01	TCGA-KO-8408-01	1.817	0.0979	1.646	2.567	1.749	2.52	2.733	2.819	0	2.783	3.448	0
TCGA-RD-A7C1-01	TCGA-RD-A7C1-01	1.816	1.721	1.468	2.722	1.653	3.055	3.161	3.315	0.617	2.605	2.714	0.2636
TCGA-G3-A25U-01	TCGA-G3-A25U-01	1.816	0	2.038	2.944	1.985	3.228	3.318	3.463	0.1418	3.254	3.289	0
TCGA-BH-A0B5-11	TCGA-BH-A0B5-11	1.816	0	1.954	2.991	1.957	3.256	3.388	3.75	0.0674	3.619	3.501	0.0757
TCGA-CV-7263-01	TCGA-CV-7263-01	1.816	0	1.831	2.736	1.905	2.891	2.961	3.345	0.3251	3.3	3.132	0.0339
TCGA-HC-A76W-01	TCGA-HC-A76W-01	1.815	0	1.727	2.692	1.752	2.941	2.99	3.531	0	3.174	2.997	0
TCGA-MZ-A7D7-01	TCGA-MZ-A7D7-01	1.815	0	0.9836	1.682	0.7643	1.533	2.039	2.499	0.2683	2.543	2.51	0
TCGA-BC-A10S-01	TCGA-BC-A10S-01	1.814	0	2.104	3.02	1.981	3.596	3.871	4.278	0	4.054	4.542	0.0372
TCGA-PK-A5HB-01	TCGA-PK-A5HB-01	1.814	0	1.436	2.484	1.566	2.559	2.346	2.712	0.565	2.67	2.377	0.0427
